gene_id,gene_name,runon_chr,runon_start,runon_end,runon_strand,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_log2FC,gene_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000112640,Gm32687,10,81716916,81736915,+,20000,81.8763996260084,1.12776775065553,0.00130480121070495,-0.418959148587221,0.57213428232382,12,Blood,12h
ENSMUSG00000115987,Vps28,15,76491712,76506308,-,14597,1239.59527375016,2.09562240212526,1.7665183427668e-09,0.418277707989898,0.264496746523111,12,Blood,12h
ENSMUSG00000000385,Tmprss2,16,97345882,97365881,-,20000,11.876214460604,0.569606226354898,0.431860972441803,0.198304117228311,0.783124485767071,24,Blood,24h
ENSMUSG00000000817,Fasl,1,161588258,161608257,-,20000,84.9707584971024,0.490431485180107,0.471083211828135,0.402053747975527,0.517828556077147,24,Blood,24h
ENSMUSG00000001053,N4bp3,11,51526724,51533889,-,7166,23.4051107667655,-0.00181911873418828,0.99871451352227,-0.307905394066155,0.471144695340666,24,Blood,24h
ENSMUSG00000001123,Lgals9,11,78833805,78853804,-,20000,11.1727665844479,-0.796290679102454,0.228022281963712,-0.818841647141303,0.0339556084777908,24,Blood,24h
ENSMUSG00000002014,Ssr4,X,72834431,72854430,+,20000,36.5114053077689,0.527905523193745,0.176508559806863,-0.028381431936629,0.942455302115971,24,Blood,24h
ENSMUSG00000002871,Tpra1,6,88889214,88909213,+,20000,24.5182523778422,0.0665482267138884,0.93838739983079,-0.301144640349514,0.296222378429846,24,Blood,24h
ENSMUSG00000003882,Il7r,15,9485874,9505873,-,20000,64.5758979472978,2.032605863289,0.000751813060416762,0.872063920695097,0.0406298248683048,24,Blood,24h
ENSMUSG00000004383,Large1,8,73521227,73541226,-,20000,6.04163691865956,0.681585404671811,0.487083474199938,-0.202583035821538,0.730528375459771,24,Blood,24h
ENSMUSG00000004677,Myo9b,8,71813357,71819491,+,6135,40.0943012326153,0.680303030577988,0.0407129299839967,0.241960433070661,0.49123020046875,24,Blood,24h
ENSMUSG00000004771,Rab11a,9,64602581,64622580,-,20000,252.96338102971,0.131829425952383,0.637588519689844,-1.13341346835553,0.0268778197789175,24,Blood,24h
ENSMUSG00000013646,Sh3bp5l,11,58238555,58258554,+,20000,18.4714200222653,0.325065387943404,0.605973816882263,-0.186234166879793,0.405851139227946,24,Blood,24h
ENSMUSG00000015488,Cacfd1,2,26911102,26927296,+,16195,38.2471640333033,0.472439415783529,0.202687657156602,0.614507811742811,0.0496638839028976,24,Blood,24h
ENSMUSG00000016206,H2-M3,17,37585376,37605375,+,20000,72.5310634803295,0.623587627578139,0.139148491439658,0.338729844897158,0.195943193246116,24,Blood,24h
ENSMUSG00000016520,Lnx2,5,146933465,146953464,-,20000,12.2825705648912,1.32891931952218,0.0738504506843291,0.152745589337727,0.772793567767097,24,Blood,24h
ENSMUSG00000016664,Pacsin2,15,83239808,83259807,-,20000,164.393841470606,-0.895650059835502,0.0126718329104278,0.118757218367129,0.878609835254729,24,Blood,24h
ENSMUSG00000017057,Il13ra1,X,35434913,35454912,+,20000,19.0540142478454,0.341884145468776,0.631625475218141,-0.0131778270321517,0.96610928656769,24,Blood,24h
ENSMUSG00000017386,Traf4,11,78030226,78050225,-,20000,48.5008462807486,0.0845803049402385,0.909519723296647,0.0234448998258642,0.966079978458453,24,Blood,24h
ENSMUSG00000018707,Dync1h1,12,110633380,110653379,+,20000,17.8565796789703,0.247932145641821,0.775932939476047,-0.275650732942713,0.378790802276593,24,Blood,24h
ENSMUSG00000018899,Irf1,11,53668150,53688149,+,20000,94.8781569425163,0.346720267365653,0.462527378537824,0.0550868616460851,0.888698922925225,24,Blood,24h
ENSMUSG00000018900,Slc22a5,11,53735368,53755367,-,20000,34.578552953992,0.163283805139026,0.791713430073392,-0.28499174845721,0.378321252143977,24,Blood,24h
ENSMUSG00000018924,Alox15,11,70214978,70234977,-,20000,19.2478047182423,0.751340614823383,0.336833572513236,0.029936445424587,0.979593139971849,24,Blood,24h
ENSMUSG00000019897,Ccdc59,10,105683695,105703694,+,20000,32.5181346160544,1.19138050673745,0.0658184335463614,0.080894400977285,0.802263887696627,24,Blood,24h
ENSMUSG00000020015,Cdk17,10,93077191,93097190,+,20000,91.7960953500991,0.0358634464121377,0.938036820822404,-0.229605498841565,0.300989887497181,24,Blood,24h
ENSMUSG00000020027,Socs2,10,95227352,95247351,-,20000,51.4323386535523,0.196915086749987,0.856413418680805,0.17582738376747,0.814581670460993,24,Blood,24h
ENSMUSG00000020101,Vsir,10,60208464,60228463,+,20000,252.883894517513,0.393083575045893,0.295103175672965,0.303480013906713,0.377256095892943,24,Blood,24h
ENSMUSG00000020133,2310011J03Rik,10,80134088,80154087,-,20000,60.8727623542732,0.785426674703409,0.0571432496390802,0.337799627881817,0.42312777360894,24,Blood,24h
ENSMUSG00000020389,Cdkl3,11,51928993,51948992,+,20000,27.0371006371714,0.24928364822555,0.739090527638489,0.689979496234635,0.115876373963419,24,Blood,24h
ENSMUSG00000020420,Zfp607a,7,27579908,27599907,+,20000,113.778710357055,-0.0779015382684532,0.880905087989263,0.211292562706826,0.572731428722649,24,Blood,24h
ENSMUSG00000020638,Cmpk2,12,26529837,26549836,+,20000,198.697055118592,-2.12915564954375,0.00768725492862589,-2.07437164542202,0.00106328584047192,24,Blood,24h
ENSMUSG00000020766,Galk1,11,115879283,115899282,-,20000,26.2169247182698,-0.107773475778168,0.870019656962332,-0.181908899862319,0.681518521950815,24,Blood,24h
ENSMUSG00000021171,Esyt2,12,116336712,116356711,+,20000,117.870838412745,-0.2064614527277,0.653079599539266,-0.575706096931066,0.0400779659950753,24,Blood,24h
ENSMUSG00000021366,Hivep1,13,42338503,42358502,+,20000,28.9036532809904,0.511020274200689,0.336909312474889,0.193139702578306,0.654548010919572,24,Blood,24h
ENSMUSG00000021457,Syk,13,52802829,52822828,+,20000,22.0355305915397,0.745607478409303,0.105867038531635,0.111056829199498,0.821315043645062,24,Blood,24h
ENSMUSG00000021504,B4galt7,13,55758256,55770817,+,12562,21.5582473339848,0.186989357079105,0.758446406369274,0.227869573327527,0.402182243592619,24,Blood,24h
ENSMUSG00000021886,Gpr65,12,98242904,98262903,+,20000,23.5945194400306,0.652150045821239,0.20961678415921,0.60619462379375,0.0610369893470481,24,Blood,24h
ENSMUSG00000022043,Trim35,14,66548874,66568873,+,20000,9.5618718078709,0.981286258007114,0.120119907872592,-0.0998739579337823,0.807418472046743,24,Blood,24h
ENSMUSG00000022102,Dok2,14,71015936,71035935,+,20000,32.6494288423727,0.352310916062065,0.506299977391005,0.928846269250337,0.0169295759166376,24,Blood,24h
ENSMUSG00000022105,Rb1,14,73412942,73432941,-,20000,900.348516710019,-1.11526359599115,0.00507953310816515,-1.3345511324535,0.0196498078946403,24,Blood,24h
ENSMUSG00000022280,Rnf19a,15,36220079,36240078,-,20000,84.191573258386,-0.0158528287836707,0.977427900268072,-0.909053721062359,0.00721510333421889,24,Blood,24h
ENSMUSG00000022387,Brd1,15,88551237,88571236,-,20000,12.965664999424,0.257033595123486,0.766957622312163,-0.254665870326766,0.116246371622198,24,Blood,24h
ENSMUSG00000022440,C1qtnf6,15,78387546,78407545,-,20000,16.7150500654907,1.01401188657911,0.0723338572756612,0.80766452754238,0.405083778125301,24,Blood,24h
ENSMUSG00000022500,Litaf,16,10757139,10777138,-,20000,61.1306727758821,0.576201863657925,0.180560759710906,0.619450386140083,0.292790329307839,24,Blood,24h
ENSMUSG00000022529,Zfp263,16,3568646,3588645,+,20000,64.9494795222228,0.270804469188113,0.529576736307875,0.267542779093661,0.381030827995885,24,Blood,24h
ENSMUSG00000022661,Cd200,16,45182498,45202497,-,20000,5.27819483201921,0.73838633965362,0.589882215991794,0.405832354802918,0.270824700904722,24,Blood,24h
ENSMUSG00000022799,Arhgap31,16,38398702,38418701,-,20000,57.2055166944509,0.867821829776196,0.00971077578745429,0.915275014451259,0.0485690133499262,24,Blood,24h
ENSMUSG00000022994,Adcy6,15,98468805,98487853,-,19049,6.00286018940317,0.878157032789762,0.369905368507892,-0.324120210257808,0.617351634878325,24,Blood,24h
ENSMUSG00000023039,Krt7,15,101328195,101345624,+,17430,5.48046072701027,1.04684924890191,0.270875658036346,0.164965093647887,0.827911347423645,24,Blood,24h
ENSMUSG00000023045,Soat2,15,102071905,102091904,+,20000,25.3705078827397,3.08329822402407,5.17747373576043e-06,-0.177033703875962,0.767364366290535,24,Blood,24h
ENSMUSG00000023349,Clec4n,6,123223979,123239075,+,15097,4.89389960056892,1.47465642239873,0.144428984239929,-0.337845457288152,0.484838400455593,24,Blood,24h
ENSMUSG00000023764,Sfi1,11,3061850,3081849,-,20000,73.8546161238788,1.25770946260286,7.17243008591949e-06,0.0542814476089315,0.884778077370958,24,Blood,24h
ENSMUSG00000023912,Slc25a27,17,43941158,43952781,-,11624,4.34244384631354,1.48603505732263,0.107512161160333,-0.137925855338419,0.783006998735153,24,Blood,24h
ENSMUSG00000023987,Pgc,17,48045408,48065407,+,20000,128.575619599745,0.482016581431994,0.318676459650748,NA,NA,24,Blood,24h
ENSMUSG00000024143,Rhoq,17,87307498,87327497,+,20000,38.0663493035772,0.220400452119726,0.599305826260936,0.202527034178304,0.398342028970711,24,Blood,24h
ENSMUSG00000024260,Sap130,18,31856115,31876114,+,20000,8.32537226612206,0.7125144688176,0.425624895041535,-0.421432679842053,0.234798112312941,24,Blood,24h
ENSMUSG00000024436,Mrps18b,17,36208324,36221270,-,12947,53.5684383320601,-0.176752144168026,0.756673625731037,-0.0712557874211036,0.890903925850661,24,Blood,24h
ENSMUSG00000024725,Ostf1,19,18536692,18556691,-,20000,42.8817189750192,0.514262664378688,0.328749560457322,0.218662297416328,0.623841683693823,24,Blood,24h
ENSMUSG00000024731,Ms4a10,19,10926631,10939656,-,13026,14.737925735429,0.300486258304975,0.749301780189387,1.93764495554285,NA,24,Blood,24h
ENSMUSG00000024782,Ak3,19,28978233,28998232,-,20000,156.722715765989,0.489589718981289,0.0547971655009827,-0.0860227799370434,0.882454400878916,24,Blood,24h
ENSMUSG00000024816,Frmd8,19,5879730,5899729,-,20000,3178.02019647481,0.31371293924484,0.552081692770111,0.334067516569745,0.4212855017169,24,Blood,24h
ENSMUSG00000025058,Tasl,X,84935106,84955105,+,20000,151.064188687233,1.08238482862878,0.0210775734291639,0.464007517519058,0.121506085117915,24,Blood,24h
ENSMUSG00000025076,Casp7,19,56430777,56450071,+,19295,5.28727811553713,1.0307248563081,0.346904970781493,-0.0973391724481973,0.82220965565916,24,Blood,24h
ENSMUSG00000025142,Aspscr1,11,120600274,120604750,+,4477,5.9787542481935,0.719774644084262,0.479929239807416,-0.280682330961184,0.21669019833545,24,Blood,24h
ENSMUSG00000025280,Polr3a,14,24478764,24498763,-,20000,57.1966025940193,0.199562401429076,0.728180060919937,-0.251252346364705,0.196008715663624,24,Blood,24h
ENSMUSG00000025287,Acot9,X,154080651,154100650,+,20000,52.2757390568786,0.593931267634955,0.161654589404659,0.00372406256997921,0.995520448976895,24,Blood,24h
ENSMUSG00000025316,Banp,8,122755998,122775997,+,20000,26.2868853263632,2.25572103176295,2.60517696170874e-06,-0.595100584044076,0.154069192295475,24,Blood,24h
ENSMUSG00000025371,Chmp6,11,119810375,119830374,+,20000,22.1919641283832,0.577809853883331,0.303122185980928,0.240714202241874,0.418924239822087,24,Blood,24h
ENSMUSG00000025804,Ccr1,9,123742161,123762160,-,20000,152.220005521215,1.11061001204323,0.000228444760359043,0.351407430787742,0.389692530591992,24,Blood,24h
ENSMUSG00000025821,Zfp282,6,47885420,47897409,+,11990,16.0404197478061,0.371241742456008,0.57884036524837,-0.0305317686381988,0.93438954996296,24,Blood,24h
ENSMUSG00000025887,Casp12,9,5373033,5393032,+,20000,3.57557806877253,-0.380324003317788,0.810471698664443,-0.836890247376876,0.0128727257712281,24,Blood,24h
ENSMUSG00000025893,Kbtbd3,9,4331712,4351711,+,20000,35.6028810874519,0.569532428767433,0.240677408112219,0.172611843796464,0.731523693342241,24,Blood,24h
ENSMUSG00000026135,Zfp142,1,74585585,74605584,-,20000,6.98761762104198,1.05542216237683,0.329141710486161,-0.115356927073064,0.801062917220497,24,Blood,24h
ENSMUSG00000026271,Gpr35,1,92914114,92934055,+,19942,74.6071324071975,0.222685037176793,0.649526817880968,0.0467106104208901,0.934049521982116,24,Blood,24h
ENSMUSG00000026273,Mterf4,1,93208927,93228926,-,20000,43.238831497322,0.290243257776195,0.701019857043584,0.306478721494498,0.290562602593365,24,Blood,24h
ENSMUSG00000026285,Pdcd1,1,93946027,93966026,-,20000,7.43011518902891,0.455967162980953,0.683206787623567,-0.242653022497681,0.825700591436185,24,Blood,24h
ENSMUSG00000026305,Lrrfip1,1,91045038,91065037,+,20000,261.585728614574,0.423205676522915,0.149523493528742,-0.0329512731408954,0.930948642908814,24,Blood,24h
ENSMUSG00000026473,Glul,1,153785470,153805469,+,20000,70.5487235141213,0.970260996980317,3.97253951405774e-05,-0.975948385271847,0.124309525895147,24,Blood,24h
ENSMUSG00000026639,Lamb3,1,193026187,193046186,+,20000,3.71284469473576,0.491492704292301,0.672409636763742,-0.0888189795049572,0.872024588209119,24,Blood,24h
ENSMUSG00000026701,Prdx6,1,161047682,161067681,-,20000,54.1864697899769,0.921644298755382,0.0595204225252428,0.81636747671375,0.113900384510564,24,Blood,24h
ENSMUSG00000026858,Miga2,2,30275532,30282265,+,6734,28.7132640809755,0.184078920400178,0.781990049425288,0.0602366877757492,0.91837036911143,24,Blood,24h
ENSMUSG00000026918,Brd3,2,27317046,27335611,-,18566,13.9115242062756,-0.0731064543623961,0.927111436989601,-0.257671175293573,0.38516368792537,24,Blood,24h
ENSMUSG00000027164,Traf6,2,101532015,101552014,+,20000,37.1809793309153,0.981007914782968,0.0252508038096041,0.214480447744766,0.478694196702322,24,Blood,24h
ENSMUSG00000027173,Depdc7,2,104542502,104552128,-,9627,16.476263885649,3.40760589113282,0.000177181264220485,-0.282829754316006,0.660491962756352,24,Blood,24h
ENSMUSG00000027215,Cd82,2,93229456,93249455,-,20000,73.4173552950989,0.586721198748499,0.208161847080581,-0.862792951064375,0.203121627101306,24,Blood,24h
ENSMUSG00000027514,Zbp1,2,173028405,173048404,-,20000,49.9180102618283,0.88317349281368,0.0356399969914264,0.431367839103431,0.122019326377441,24,Blood,24h
ENSMUSG00000027582,Zgpat,2,181022588,181023027,+,440,73.6387741742252,0.357379094856118,0.40917875905308,0.292348703594656,0.303051398391204,24,Blood,24h
ENSMUSG00000027667,Zfp639,3,32574983,32583613,+,8631,37.428633556037,0.979209552834641,0.0140212807220848,0.371328719468032,0.228704575471618,24,Blood,24h
ENSMUSG00000027829,Ccnl1,3,65833572,65853571,-,20000,52.194165731359,1.8856107318862,6.10898265665995e-07,-0.0226201942326638,0.930555934961883,24,Blood,24h
ENSMUSG00000027855,Sycp1,3,102705815,102725814,-,20000,3.04755620402339,2.52207201818388,0.0600146908620082,-1.43712793663291,NA,24,Blood,24h
ENSMUSG00000027857,Tshb,3,102664714,102684713,-,20000,38.3942794330142,-0.260866900186052,0.733339506241153,0.156730941651661,NA,24,Blood,24h
ENSMUSG00000027878,Notch2,3,98057678,98067975,+,10298,79.2432492238206,1.10234200650363,0.00216767848621983,0.0493007935131536,0.860088132570104,24,Blood,24h
ENSMUSG00000027952,Pmvk,3,89376321,89396320,+,20000,3.3004032892221,0.525319439108693,0.780326519619609,0.0389063997737175,0.966079978458453,24,Blood,24h
ENSMUSG00000027995,Tlr2,3,83723579,83743578,-,20000,44.2915571721301,1.21032772036162,0.00743086365384985,0.142547406841762,0.721439562251103,24,Blood,24h
ENSMUSG00000028173,Wls,3,159641660,159661659,+,20000,75.3915518334462,1.45814302324532,4.51193367405918e-06,0.0858131658302455,0.831869038614554,24,Blood,24h
ENSMUSG00000028550,Atg4c,4,99148025,99168024,+,20000,62.1049279825493,0.356940186498355,0.580645116117537,-0.047002663192094,0.920768416309491,24,Blood,24h
ENSMUSG00000028639,Ybx1,4,119115178,119135177,-,20000,58.9903836568848,0.493940770223543,0.154669746192737,0.567141641828531,0.201536943381409,24,Blood,24h
ENSMUSG00000028688,Toe1,4,116641199,116661198,-,20000,16.8862985715663,1.18886244058685,0.0273126277411175,-0.0615724327157706,0.865401613618979,24,Blood,24h
ENSMUSG00000028730,Cfap57,4,118400926,118411747,-,10822,112.714403069101,2.75626443331804,1.25387441750056e-07,-3.51920478172264,1.40535809234395e-06,24,Blood,24h
ENSMUSG00000028796,Phc2,4,128646675,128653050,+,6376,23.6729947413573,0.414204189973746,0.485089822172503,0.317590992452275,0.293186285244012,24,Blood,24h
ENSMUSG00000029090,Adgra3,5,50097298,50117297,-,20000,9.77947335232703,0.147704144585065,0.912658892011001,-0.228741121608294,0.725218417003784,24,Blood,24h
ENSMUSG00000029127,Zbtb49,5,38337424,38357423,-,20000,16.2813835779833,0.33163678107628,0.666501151455675,-0.0127255815175297,0.985289963580714,24,Blood,24h
ENSMUSG00000029128,Rab28,5,41762319,41782318,-,20000,15.8920915662106,0.0135963166787757,0.990799581103881,0.621557056049647,0.0696734605383337,24,Blood,24h
ENSMUSG00000029149,Krtcap3,5,31410542,31430541,+,20000,26.8931278587517,0.284221404825987,0.620968453425829,0.476899303736125,0.429865774919532,24,Blood,24h
ENSMUSG00000029177,Cenpa,5,30832175,30852174,+,20000,50.1303731392658,-0.404444761548251,0.422443573308835,-1.09456357609128,0.00197095792502668,24,Blood,24h
ENSMUSG00000029338,Antxr2,5,98043232,98063231,-,20000,29.0932481094029,-0.0270989533507861,0.974839281705282,-0.365871683553147,0.198430191525063,24,Blood,24h
ENSMUSG00000029372,Ppbp,5,90917923,90920293,+,2371,2767.88444782196,2.56391919150776,3.49384833552173e-07,-0.582491308147584,0.400722074781047,24,Blood,24h
ENSMUSG00000029416,Slc15a4,5,127652728,127672727,-,20000,164.989476227468,0.530910240053512,0.188713779920935,0.354480887216996,0.211863943980234,24,Blood,24h
ENSMUSG00000029557,Mrm2,5,140307308,140313428,-,6121,18.4492110980435,0.526526129086505,0.410543545072042,-0.228392546303654,0.601253196177414,24,Blood,24h
ENSMUSG00000029663,Gngt1,6,3997437,4003903,+,6467,116.155537143919,1.93427312182177,0.00210914780199475,0.0295300556070898,0.992699846198758,24,Blood,24h
ENSMUSG00000030019,Fbxl14,6,119459592,119479591,+,20000,67.0126723530974,0.0433713248909871,0.938213328394384,-0.0104752479935234,0.984207074680437,24,Blood,24h
ENSMUSG00000030047,Arhgap25,6,87415527,87435526,-,20000,43.9285059120395,0.531251077307567,0.20468602829986,0.0992954335866123,0.812555488979011,24,Blood,24h
ENSMUSG00000030157,Clec2d,6,129163498,129183497,+,20000,81.9384541860957,0.904612340656728,0.00708261248557049,0.292363495780999,0.223912021023658,24,Blood,24h
ENSMUSG00000030161,Gabarapl1,6,129519310,129539309,+,20000,44.4953987200472,0.680535950149814,0.0298548705933764,1.07409822934864,0.021018902664358,24,Blood,24h
ENSMUSG00000030292,Smco2,6,146772905,146790086,+,17182,38.937940966957,2.05041030532496,0.000125140504245263,-0.811199763656888,NA,24,Blood,24h
ENSMUSG00000030341,Tnfrsf1a,6,125339448,125359447,+,20000,40.8614693685481,0.886747080758825,0.0289258969490815,0.195813801964832,0.506212313353178,24,Blood,24h
ENSMUSG00000030469,Zfp719,7,43242660,43256648,+,13989,40.425773403999,1.06385186999005,0.00639027254287774,0.361820842182914,0.142870987826261,24,Blood,24h
ENSMUSG00000030604,Zfp626,7,27522342,27538031,+,15690,10.917079602995,0.40393797124093,0.661217892109936,-0.105482837446361,0.723622640809459,24,Blood,24h
ENSMUSG00000030671,Pde3b,7,114138487,114158486,+,20000,20.3367575378299,1.66194842755187,0.00085094598322283,0.109916405461607,0.68753470966276,24,Blood,24h
ENSMUSG00000030688,Stard10,7,100995834,101015833,+,20000,141.421426137775,0.812808952564336,0.0401321138227535,0.0265150439994504,0.969902011451048,24,Blood,24h
ENSMUSG00000030768,Disp1,1,182847830,182867829,-,20000,10.732431708215,1.06758600978602,0.269607165457936,-0.259345122945468,0.566240425627838,24,Blood,24h
ENSMUSG00000030788,Rnf141,7,110392738,110412737,-,20000,89.4645011887891,-0.231791111237999,0.545276149139913,-0.122024853538957,0.746063721849245,24,Blood,24h
